Tue Oct 04 11:04:00 2016

Number of Points = 2691
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
3.081533	2.560524	1.970726	-0.004378	0.514616
3.164085	2.603049	1.975731	-0.004396	0.514850
3.221371	2.730383	1.980736	-0.004409	0.515307
3.138072	2.962037	1.985741	-0.004393	0.515903
3.272046	3.104903	1.990746	-0.004422	0.516499
3.391857	3.305317	1.995750	-0.004448	0.517248
3.217548	3.546431	2.000755	-0.004412	0.517758
3.391534	3.704308	2.005760	-0.004450	0.518445
3.469871	3.906736	2.010765	-0.004467	0.519147
3.617836	4.099142	2.015770	-0.004500	0.519903
3.636920	4.314972	2.020774	-0.004505	0.520571
3.631297	4.531483	2.025779	-0.004504	0.521210
3.632484	4.732796	2.030784	-0.004506	0.521812
3.667395	4.935253	2.035789	-0.004514	0.522457
3.640884	5.131043	2.040794	-0.004510	0.523007
3.663370	5.331855	2.045798	-0.004515	0.523631
3.631849	5.536006	2.050803	-0.004510	0.524199
3.707436	5.729741	2.055808	-0.004527	0.524864
3.685062	5.948702	2.060813	-0.004523	0.525485
3.673005	6.136644	2.065818	-0.004521	0.526027
3.729620	6.324661	2.070822	-0.004534	0.526650
3.878628	6.509001	2.075827	-0.004567	0.527373
4.009447	6.699593	2.080832	-0.004595	0.528092
3.960140	6.940032	2.085837	-0.004586	0.528739
3.930560	7.157597	2.090842	-0.004581	0.529343
4.023430	7.315768	2.095846	-0.004601	0.529919
4.126435	7.515709	2.100851	-0.004624	0.530628
4.089171	7.746780	2.105856	-0.004617	0.531259
4.047836	7.945075	2.110861	-0.004610	0.531790
4.163031	8.132756	2.115866	-0.004635	0.532476
4.208676	8.314639	2.120870	-0.004645	0.533061
4.230458	8.521954	2.125875	-0.004651	0.533691
4.288395	8.721315	2.130880	-0.004664	0.534340
4.194296	8.972752	2.135885	-0.004645	0.534958
4.234943	9.141971	2.140890	-0.004655	0.535499
4.243280	9.334022	2.145894	-0.004658	0.536066
4.376784	9.513529	2.150899	-0.004687	0.536744
4.402194	9.739440	2.155904	-0.004693	0.537427
4.498027	9.920454	2.160909	-0.004714	0.538064
4.454429	10.152490	2.165914	-0.004706	0.538682
4.450632	10.343136	2.170918	-0.004707	0.539228
4.519031	10.530747	2.175923	-0.004722	0.539849
4.421214	10.770320	2.180928	-0.004702	0.540423
4.421296	10.944996	2.185933	-0.004703	0.540926
4.450600	11.152925	2.190938	-0.004711	0.541557
4.434291	11.358214	2.195942	-0.004708	0.542127
4.415371	11.546632	2.200947	-0.004705	0.542645
4.497198	11.724112	2.205952	-0.004724	0.543249
4.621198	11.916948	2.210957	-0.004751	0.543945
4.541394	12.155280	2.215962	-0.004735	0.544532
4.650292	12.341822	2.220966	-0.004759	0.545191
4.633477	12.542593	2.225971	-0.004756	0.545744
4.536410	12.766651	2.230976	-0.004737	0.546269
4.670016	12.933491	2.235981	-0.004766	0.546899
4.607175	13.168349	2.240986	-0.004754	0.547493
4.742963	13.320393	2.245990	-0.004783	0.548082
4.732336	13.554314	2.250995	-0.004782	0.548732
4.688099	13.744441	2.256000	-0.004774	0.549220
4.910116	13.910930	2.261005	-0.004822	0.549947
4.944687	14.157591	2.266010	-0.004830	0.550682
4.915181	14.352617	2.271014	-0.004825	0.551199
4.878408	14.563409	2.276019	-0.004818	0.551751
4.920405	14.750629	2.281024	-0.004828	0.552326
4.932139	14.936438	2.286029	-0.004831	0.552863
4.814330	15.181986	2.291034	-0.004808	0.553417
4.868407	15.347777	2.296038	-0.004820	0.553946
5.028527	15.513022	2.301043	-0.004855	0.554592
4.883826	15.777157	2.306048	-0.004825	0.555166
4.956689	15.960771	2.311053	-0.004842	0.555763
4.928339	16.152841	2.316058	-0.004837	0.556268
4.934197	16.369753	2.321062	-0.004839	0.556880
5.028460	16.541402	2.326067	-0.004860	0.557467
5.072890	16.736638	2.331072	-0.004870	0.558062
5.120799	16.942825	2.336077	-0.004881	0.558690
5.057457	17.170923	2.341082	-0.004869	0.559252
5.105914	17.349493	2.346086	-0.004880	0.559803
5.157333	17.551231	2.351091	-0.004892	0.560421
5.035734	17.793499	2.356096	-0.004868	0.560955
5.213530	17.921436	2.361101	-0.004906	0.561511
5.151897	18.163481	2.366106	-0.004894	0.562111
5.180976	18.349182	2.371110	-0.004901	0.562657
5.311005	18.531540	2.376115	-0.004930	0.563307
5.252651	18.760348	2.381120	-0.004918	0.563872
5.277793	18.956329	2.386125	-0.004925	0.564440
5.276481	19.173977	2.391130	-0.004925	0.565038
5.273223	19.362397	2.396134	-0.004926	0.565552
5.223472	19.564529	2.401139	-0.004916	0.566052
5.237972	19.766497	2.406144	-0.004920	0.566623
5.291303	19.957398	2.411149	-0.004933	0.567206
5.316570	20.165423	2.416154	-0.004939	0.567804
5.493512	20.320714	2.421158	-0.004977	0.568426
5.481848	20.556022	2.426163	-0.004976	0.569056
5.379505	20.788286	2.431168	-0.004955	0.569576
5.398315	20.968859	2.436173	-0.004960	0.570090
5.426212	21.168972	2.441178	-0.004967	0.570666
5.392435	21.374537	2.446182	-0.004961	0.571188
5.559344	21.528954	2.451187	-0.004997	0.571794
5.576163	21.754963	2.456192	-0.005002	0.572426
5.648957	21.935412	2.461197	-0.005018	0.572997
